,Student ID,student_name_x,gender_x,grade_x,school_name_x,reading_score_x,math_score_x,student_name_y,gender_y,grade_y,school_name_y,reading_score_y,math_score_y
10818,16256,Natalie Garcia,F,12th,Cabrera High School,71,82,Natalie Garcia,F,12th,Cabrera High School,71,82
10819,16257,John Mayo,M,12th,Cabrera High School,84,75,John Mayo,M,12th,Cabrera High School,84,75
10820,16258,Chelsea Neal,F,9th,Cabrera High School,79,70,Chelsea Neal,F,9th,Cabrera High School,79,70
10821,16259,Amber Mccarty,F,11th,Cabrera High School,89,71,Amber Mccarty,F,11th,Cabrera High School,89,71
10822,16260,Tara Fowler,F,10th,Cabrera High School,88,81,Tara Fowler,F,10th,Cabrera High School,88,81
10823,16261,Ian Glover,M,11th,Cabrera High School,86,74,Ian Glover,M,11th,Cabrera High School,86,74
10824,16262,Elizabeth Mora,F,10th,Cabrera High School,91,71,Elizabeth Mora,F,10th,Cabrera High School,91,71
10825,16263,Jared Young,M,12th,Cabrera High School,76,93,Jared Young,M,12th,Cabrera High School,76,93
10826,16264,Laura Blevins,F,9th,Cabrera High School,74,70,Laura Blevins,F,9th,Cabrera High School,74,70
10827,16265,Lori Mejia,F,12th,Cabrera High School,94,70,Lori Mejia,F,12th,Cabrera High School,94,70
10828,16266,Joshua Morris,M,12th,Cabrera High School,96,94,Joshua Morris,M,12th,Cabrera High School,96,94
10829,16267,Phillip Hall,M,10th,Cabrera High School,80,92,Phillip Hall,M,10th,Cabrera High School,80,92
10830,16268,Nathaniel Marshall,M,10th,Cabrera High School,88,72,Nathaniel Marshall,M,10th,Cabrera High School,88,72
10831,16269,Lynn Mcdonald,F,11th,Cabrera High School,82,77,Lynn Mcdonald,F,11th,Cabrera High School,82,77
10832,16270,Jeffery Martin,M,11th,Cabrera High School,89,82,Jeffery Martin,M,11th,Cabrera High School,89,82
10833,16272,Jennifer Ferguson,F,10th,Cabrera High School,87,87,Jennifer Ferguson,F,10th,Cabrera High School,87,87
10834,16273,Nicole Smith,F,11th,Cabrera High School,76,76,Nicole Smith,F,11th,Cabrera High School,76,76
10835,16274,Martin Jacobs,M,10th,Cabrera High School,93,72,Martin Jacobs,M,10th,Cabrera High School,93,72
10836,16275,Allison Jones,F,9th,Cabrera High School,72,70,Allison Jones,F,9th,Cabrera High School,72,70
10837,16276,Lisa Todd,F,10th,Cabrera High School,95,72,Lisa Todd,F,10th,Cabrera High School,95,72
10838,16277,Patrick Owens,M,10th,Cabrera High School,93,74,Patrick Owens,M,10th,Cabrera High School,93,74
10839,16278,David Willis,M,10th,Cabrera High School,92,76,David Willis,M,10th,Cabrera High School,92,76
10840,16279,Jessica Jackson,F,11th,Cabrera High School,72,87,Jessica Jackson,F,11th,Cabrera High School,72,87
10841,16280,Kimberly Stanley,F,9th,Cabrera High School,80,98,Kimberly Stanley,F,9th,Cabrera High School,80,98
10842,16281,Tami Vargas,F,12th,Cabrera High School,78,88,Tami Vargas,F,12th,Cabrera High School,78,88
10843,16282,Michelle Dalton,F,10th,Cabrera High School,79,79,Michelle Dalton,F,10th,Cabrera High School,79,79
10844,16283,Steven Price,M,9th,Cabrera High School,89,74,Steven Price,M,9th,Cabrera High School,89,74
10845,16285,Diane Ryan,F,10th,Cabrera High School,80,79,Diane Ryan,F,10th,Cabrera High School,80,79
10846,16286,Gina Morales,F,11th,Cabrera High School,94,94,Gina Morales,F,11th,Cabrera High School,94,94
10847,16288,Susan Martinez,F,10th,Cabrera High School,80,97,Susan Martinez,F,10th,Cabrera High School,80,97
10848,16289,Kimberly Bowen,F,12th,Cabrera High School,99,85,Kimberly Bowen,F,12th,Cabrera High School,99,85
10849,16290,Brooke Gutierrez,F,12th,Cabrera High School,78,82,Brooke Gutierrez,F,12th,Cabrera High School,78,82
10850,16291,Heather Harrington,F,11th,Cabrera High School,85,78,Heather Harrington,F,11th,Cabrera High School,85,78
10851,16292,Anna Kim,F,10th,Cabrera High School,71,79,Anna Kim,F,10th,Cabrera High School,71,79
10852,16293,Stacy Hall,F,11th,Cabrera High School,86,83,Stacy Hall,F,11th,Cabrera High School,86,83
10853,16294,Mary Willis,F,9th,Cabrera High School,96,70,Mary Willis,F,9th,Cabrera High School,96,70
10854,16295,Daniel Spears,M,9th,Cabrera High School,75,71,Daniel Spears,M,9th,Cabrera High School,75,71
10855,16296,Anne Rodriguez,F,11th,Cabrera High School,96,70,Anne Rodriguez,F,11th,Cabrera High School,96,70
10856,16297,Mandy Adams,F,9th,Cabrera High School,89,73,Mandy Adams,F,9th,Cabrera High School,89,73
10857,16298,Diana Diaz,F,11th,Cabrera High School,98,86,Diana Diaz,F,11th,Cabrera High School,98,86
10858,16301,Chris Gilmore,M,11th,Cabrera High School,78,93,Chris Gilmore,M,11th,Cabrera High School,78,93
10859,16302,Sharon Hunter,F,9th,Cabrera High School,73,93,Sharon Hunter,F,9th,Cabrera High School,73,93
10860,16303,Amy Barker,F,11th,Cabrera High School,85,91,Amy Barker,F,11th,Cabrera High School,85,91
10861,16304,Jessica Dixon,F,10th,Cabrera High School,87,73,Jessica Dixon,F,10th,Cabrera High School,87,73
10862,16305,Julie Davis,F,12th,Cabrera High School,99,97,Julie Davis,F,12th,Cabrera High School,99,97
10863,16306,Brittany Holmes,F,11th,Cabrera High School,90,94,Brittany Holmes,F,11th,Cabrera High School,90,94
10864,16307,Jeffery Johnson,M,9th,Cabrera High School,89,92,Jeffery Johnson,M,9th,Cabrera High School,89,92
10865,16309,Valerie Castillo,F,11th,Cabrera High School,79,89,Valerie Castillo,F,11th,Cabrera High School,79,89
10866,16311,Sarah Brown,F,9th,Cabrera High School,86,91,Sarah Brown,F,9th,Cabrera High School,86,91
10867,16312,Danielle Hicks,F,10th,Cabrera High School,74,80,Danielle Hicks,F,10th,Cabrera High School,74,80
10868,16313,William Moore,M,12th,Cabrera High School,87,83,William Moore,M,12th,Cabrera High School,87,83
10869,16314,Savannah Jenkins,F,12th,Cabrera High School,76,92,Savannah Jenkins,F,12th,Cabrera High School,76,92
10870,16317,Travis Cantrell,M,12th,Cabrera High School,84,95,Travis Cantrell,M,12th,Cabrera High School,84,95
10871,16318,David Holden,M,12th,Cabrera High School,99,94,David Holden,M,12th,Cabrera High School,99,94
10872,16319,Mark Gomez,M,11th,Cabrera High School,91,71,Mark Gomez,M,11th,Cabrera High School,91,71
10873,16320,Wanda Jefferson,F,10th,Cabrera High School,90,80,Wanda Jefferson,F,10th,Cabrera High School,90,80
10874,16321,James Smith,M,12th,Cabrera High School,85,78,James Smith,M,12th,Cabrera High School,85,78
10875,16322,Clarence Lewis,M,12th,Cabrera High School,83,86,Clarence Lewis,M,12th,Cabrera High School,83,86
10876,16323,Henry Tran,M,12th,Cabrera High School,72,85,Henry Tran,M,12th,Cabrera High School,72,85
10877,16324,Carol Salazar,F,12th,Cabrera High School,84,95,Carol Salazar,F,12th,Cabrera High School,84,95
10878,16325,Stephen Pearson,M,9th,Cabrera High School,78,96,Stephen Pearson,M,9th,Cabrera High School,78,96
10879,16326,Maria Velasquez,F,9th,Cabrera High School,91,74,Maria Velasquez,F,9th,Cabrera High School,91,74
10880,16327,Brandon Brown,M,10th,Cabrera High School,83,81,Brandon Brown,M,10th,Cabrera High School,83,81
10881,16328,Crystal Larson,F,11th,Cabrera High School,92,83,Crystal Larson,F,11th,Cabrera High School,92,83
10882,16329,Dr. Amanda Nguyen,F,10th,Cabrera High School,97,79,Dr. Amanda Nguyen,F,10th,Cabrera High School,97,79
10883,16330,Timothy Holmes,M,12th,Cabrera High School,87,81,Timothy Holmes,M,12th,Cabrera High School,87,81
10884,16332,George Robertson,M,9th,Cabrera High School,98,78,George Robertson,M,9th,Cabrera High School,98,78
10885,16333,Cassandra Bautista,F,11th,Cabrera High School,72,81,Cassandra Bautista,F,11th,Cabrera High School,72,81
10886,16334,Joshua Mcdonald,M,11th,Cabrera High School,98,77,Joshua Mcdonald,M,11th,Cabrera High School,98,77
10887,16335,Dorothy Taylor,F,9th,Cabrera High School,82,98,Dorothy Taylor,F,9th,Cabrera High School,82,98
10888,16336,Adam Simpson,M,12th,Cabrera High School,81,78,Adam Simpson,M,12th,Cabrera High School,81,78
10889,16337,Sabrina Mcpherson,F,12th,Cabrera High School,75,89,Sabrina Mcpherson,F,12th,Cabrera High School,75,89
10890,16338,Pamela Scott,F,10th,Cabrera High School,96,95,Pamela Scott,F,10th,Cabrera High School,96,95
10891,16339,Richard Garcia,M,10th,Cabrera High School,90,76,Richard Garcia,M,10th,Cabrera High School,90,76
10892,16340,Linda Coleman,F,9th,Cabrera High School,84,73,Linda Coleman,F,9th,Cabrera High School,84,73
10893,16341,Christopher Stevens,M,11th,Cabrera High School,74,90,Christopher Stevens,M,11th,Cabrera High School,74,90
10894,16342,Ronald Clark,M,10th,Cabrera High School,85,89,Ronald Clark,M,10th,Cabrera High School,85,89
10895,16343,Ashley Hunt,F,11th,Cabrera High School,86,73,Ashley Hunt,F,11th,Cabrera High School,86,73
10896,16344,David Fisher,M,11th,Cabrera High School,93,78,David Fisher,M,11th,Cabrera High School,93,78
10897,16345,Mrs. Leslie Esparza,F,9th,Cabrera High School,85,85,Mrs. Leslie Esparza,F,9th,Cabrera High School,85,85
10898,16346,William Garcia,M,9th,Cabrera High School,83,73,William Garcia,M,9th,Cabrera High School,83,73
10899,16347,Gavin Waters,M,9th,Cabrera High School,95,98,Gavin Waters,M,9th,Cabrera High School,95,98
10900,16348,Susan Phillips,F,9th,Cabrera High School,77,89,Susan Phillips,F,9th,Cabrera High School,77,89
10901,16351,Jessica Johnson,F,11th,Cabrera High School,71,78,Jessica Johnson,F,11th,Cabrera High School,71,78
10902,16354,Andrew Ho,M,11th,Cabrera High School,97,93,Andrew Ho,M,11th,Cabrera High School,97,93
10903,16355,Richard Avery,M,9th,Cabrera High School,95,78,Richard Avery,M,9th,Cabrera High School,95,78
10904,16356,Adam Allen,M,12th,Cabrera High School,78,98,Adam Allen,M,12th,Cabrera High School,78,98
10905,16357,Russell Padilla,M,10th,Cabrera High School,94,90,Russell Padilla,M,10th,Cabrera High School,94,90
10906,16358,Sarah Fisher,F,11th,Cabrera High School,70,80,Sarah Fisher,F,11th,Cabrera High School,70,80
10907,16359,Taylor Morris,M,12th,Cabrera High School,70,96,Taylor Morris,M,12th,Cabrera High School,70,96
10908,16360,Gerald Diaz,M,11th,Cabrera High School,70,79,Gerald Diaz,M,11th,Cabrera High School,70,79
10909,16362,Brian White,M,9th,Cabrera High School,87,96,Brian White,M,9th,Cabrera High School,87,96
10910,16363,Eric Williams,M,10th,Cabrera High School,79,90,Eric Williams,M,10th,Cabrera High School,79,90
10911,16364,Frank Dyer,M,9th,Cabrera High School,93,84,Frank Dyer,M,9th,Cabrera High School,93,84
10912,16366,Jennifer Nguyen,F,12th,Cabrera High School,86,92,Jennifer Nguyen,F,12th,Cabrera High School,86,92
10913,16367,Jonathan Nguyen,M,9th,Cabrera High School,95,81,Jonathan Nguyen,M,9th,Cabrera High School,95,81
10914,16368,Andrew Martinez,M,10th,Cabrera High School,81,94,Andrew Martinez,M,10th,Cabrera High School,81,94
10915,16369,Cynthia Dominguez,F,10th,Cabrera High School,98,99,Cynthia Dominguez,F,10th,Cabrera High School,98,99
10916,16370,Natalie Miller,F,9th,Cabrera High School,92,70,Natalie Miller,F,9th,Cabrera High School,92,70
10917,16372,David Gallegos,M,11th,Cabrera High School,78,96,David Gallegos,M,11th,Cabrera High School,78,96
10918,16373,Robert Lopez,M,10th,Cabrera High School,74,94,Robert Lopez,M,10th,Cabrera High School,74,94
10919,16374,Jamie Ware,F,12th,Cabrera High School,76,87,Jamie Ware,F,12th,Cabrera High School,76,87
10920,16375,Chad Ryan,M,11th,Cabrera High School,74,85,Chad Ryan,M,11th,Cabrera High School,74,85
10921,16376,Melissa Mason,F,9th,Cabrera High School,74,75,Melissa Mason,F,9th,Cabrera High School,74,75
10922,16377,Cameron Fletcher,M,11th,Cabrera High School,93,85,Cameron Fletcher,M,11th,Cabrera High School,93,85
10923,16378,Jessica Benson,F,12th,Cabrera High School,94,88,Jessica Benson,F,12th,Cabrera High School,94,88
10924,16379,Amy Franco,F,11th,Cabrera High School,86,84,Amy Franco,F,11th,Cabrera High School,86,84
10925,16380,Heather Norman,F,10th,Cabrera High School,83,91,Heather Norman,F,10th,Cabrera High School,83,91
10926,16381,Kelsey Moore,F,10th,Cabrera High School,94,70,Kelsey Moore,F,10th,Cabrera High School,94,70
10927,16382,Nicholas Gibson,M,10th,Cabrera High School,73,82,Nicholas Gibson,M,10th,Cabrera High School,73,82
10928,16383,Anthony Robinson,M,9th,Cabrera High School,76,83,Anthony Robinson,M,9th,Cabrera High School,76,83
10929,16384,Emily Mckee,F,11th,Cabrera High School,70,80,Emily Mckee,F,11th,Cabrera High School,70,80
10930,16385,Tina Snyder,F,10th,Cabrera High School,89,97,Tina Snyder,F,10th,Cabrera High School,89,97
10931,16387,Bradley Baldwin,M,11th,Cabrera High School,89,82,Bradley Baldwin,M,11th,Cabrera High School,89,82
10932,16388,Amy Leblanc,F,10th,Cabrera High School,89,70,Amy Leblanc,F,10th,Cabrera High School,89,70
10933,16389,Angela Walker,F,10th,Cabrera High School,78,86,Angela Walker,F,10th,Cabrera High School,78,86
10934,16390,Amber Johnson,F,10th,Cabrera High School,70,78,Amber Johnson,F,10th,Cabrera High School,70,78
10935,16391,Rhonda Bowen,F,10th,Cabrera High School,82,82,Rhonda Bowen,F,10th,Cabrera High School,82,82
10936,16393,Mrs. Jacqueline Simpson,F,9th,Cabrera High School,86,70,Mrs. Jacqueline Simpson,F,9th,Cabrera High School,86,70
10937,16394,Vicki Benson,F,11th,Cabrera High School,70,90,Vicki Benson,F,11th,Cabrera High School,70,90
10938,16395,Jill Wilson,F,9th,Cabrera High School,88,87,Jill Wilson,F,9th,Cabrera High School,88,87
10939,16396,Ryan Patrick,M,9th,Cabrera High School,99,80,Ryan Patrick,M,9th,Cabrera High School,99,80
10940,16397,Kayla Horn,F,12th,Cabrera High School,86,93,Kayla Horn,F,12th,Cabrera High School,86,93
10941,16398,Jennifer Keller,F,12th,Cabrera High School,74,87,Jennifer Keller,F,12th,Cabrera High School,74,87
10942,16399,Bradley Ward,M,10th,Cabrera High School,98,88,Bradley Ward,M,10th,Cabrera High School,98,88
10943,16400,Scott Smith,M,12th,Cabrera High School,94,91,Scott Smith,M,12th,Cabrera High School,94,91
10944,16401,Mary Becker,F,11th,Cabrera High School,82,78,Mary Becker,F,11th,Cabrera High School,82,78
10945,16402,Janet James,F,12th,Cabrera High School,98,78,Janet James,F,12th,Cabrera High School,98,78
10946,16403,Breanna Potter,F,12th,Cabrera High School,83,82,Breanna Potter,F,12th,Cabrera High School,83,82
10947,16404,Michael Willis,M,9th,Cabrera High School,79,78,Michael Willis,M,9th,Cabrera High School,79,78
10948,16405,Carrie Mcdonald,F,10th,Cabrera High School,81,82,Carrie Mcdonald,F,10th,Cabrera High School,81,82
10949,16406,Alec Morris,M,10th,Cabrera High School,81,89,Alec Morris,M,10th,Cabrera High School,81,89
10950,16408,Jay Gonzalez,M,11th,Cabrera High School,77,72,Jay Gonzalez,M,11th,Cabrera High School,77,72
10951,16409,Deborah Moody,F,10th,Cabrera High School,99,77,Deborah Moody,F,10th,Cabrera High School,99,77
10952,16410,Sarah Lawrence,F,9th,Cabrera High School,79,92,Sarah Lawrence,F,9th,Cabrera High School,79,92
10953,16411,Zachary Lewis,M,11th,Cabrera High School,96,71,Zachary Lewis,M,11th,Cabrera High School,96,71
10954,16412,Sandra Simpson,F,9th,Cabrera High School,89,82,Sandra Simpson,F,9th,Cabrera High School,89,82
10955,16413,Crystal Watts,F,9th,Cabrera High School,94,93,Crystal Watts,F,9th,Cabrera High School,94,93
10956,16414,Jade Flores,F,9th,Cabrera High School,70,70,Jade Flores,F,9th,Cabrera High School,70,70
10957,16415,Joshua Boyle,M,10th,Cabrera High School,80,79,Joshua Boyle,M,10th,Cabrera High School,80,79
10958,16416,Michael Meyers,M,11th,Cabrera High School,82,98,Michael Meyers,M,11th,Cabrera High School,82,98
10959,16417,Peter Cohen,M,10th,Cabrera High School,81,92,Peter Cohen,M,10th,Cabrera High School,81,92
10960,16418,Nathan Burke,M,10th,Cabrera High School,72,98,Nathan Burke,M,10th,Cabrera High School,72,98
10961,16419,Kaitlyn Cox,F,9th,Cabrera High School,71,96,Kaitlyn Cox,F,9th,Cabrera High School,71,96
10962,16421,David Smith,M,10th,Cabrera High School,76,96,David Smith,M,10th,Cabrera High School,76,96
10963,16422,Christine Richardson,F,12th,Cabrera High School,80,94,Christine Richardson,F,12th,Cabrera High School,80,94
10964,16423,Alan Chan,M,12th,Cabrera High School,93,96,Alan Chan,M,12th,Cabrera High School,93,96
10965,16424,Jeffrey Davis,M,10th,Cabrera High School,75,78,Jeffrey Davis,M,10th,Cabrera High School,75,78
10966,16425,Rebecca Ramirez,F,12th,Cabrera High School,85,84,Rebecca Ramirez,F,12th,Cabrera High School,85,84
10967,16426,John Goodwin,M,10th,Cabrera High School,89,95,John Goodwin,M,10th,Cabrera High School,89,95
10968,16427,Manuel Garcia,M,10th,Cabrera High School,74,84,Manuel Garcia,M,10th,Cabrera High School,74,84
10969,16428,Sara Mclaughlin,F,10th,Cabrera High School,92,81,Sara Mclaughlin,F,10th,Cabrera High School,92,81
10970,16429,William Jensen,M,10th,Cabrera High School,84,72,William Jensen,M,10th,Cabrera High School,84,72
10971,16430,Rebecca Williams,F,10th,Cabrera High School,83,70,Rebecca Williams,F,10th,Cabrera High School,83,70
10972,16431,Mrs. Tammy Crane,F,12th,Cabrera High School,83,99,Mrs. Tammy Crane,F,12th,Cabrera High School,83,99
10973,16432,Thomas Lewis,M,11th,Cabrera High School,95,70,Thomas Lewis,M,11th,Cabrera High School,95,70
10974,16433,Eric Garcia,M,11th,Cabrera High School,73,72,Eric Garcia,M,11th,Cabrera High School,73,72
10975,16434,Chad Lang,M,10th,Cabrera High School,96,84,Chad Lang,M,10th,Cabrera High School,96,84
10976,16435,Christine Norris,F,11th,Cabrera High School,76,99,Christine Norris,F,11th,Cabrera High School,76,99
10977,16436,Patricia Brooks,F,10th,Cabrera High School,76,87,Patricia Brooks,F,10th,Cabrera High School,76,87
10978,16437,Carla Freeman,F,9th,Cabrera High School,72,86,Carla Freeman,F,9th,Cabrera High School,72,86
10979,16438,Deborah Mercado,F,12th,Cabrera High School,99,71,Deborah Mercado,F,12th,Cabrera High School,99,71
10980,16439,Sean Johnson,M,10th,Cabrera High School,75,89,Sean Johnson,M,10th,Cabrera High School,75,89
10981,16441,Kathy Schroeder,F,10th,Cabrera High School,94,82,Kathy Schroeder,F,10th,Cabrera High School,94,82
10982,16443,Becky Davidson,F,10th,Cabrera High School,74,94,Becky Davidson,F,10th,Cabrera High School,74,94
10983,16444,Jeffery Simmons,M,9th,Cabrera High School,83,71,Jeffery Simmons,M,9th,Cabrera High School,83,71
10984,16445,Lisa Harris,F,9th,Cabrera High School,71,88,Lisa Harris,F,9th,Cabrera High School,71,88
10985,16446,Misty Stanton,F,9th,Cabrera High School,81,71,Misty Stanton,F,9th,Cabrera High School,81,71
10986,16447,John Rodriguez,M,11th,Cabrera High School,90,91,John Rodriguez,M,11th,Cabrera High School,90,91
10987,16448,Angela Jackson,F,11th,Cabrera High School,98,75,Angela Jackson,F,11th,Cabrera High School,98,75
10988,16449,Benjamin Banks,M,10th,Cabrera High School,85,73,Benjamin Banks,M,10th,Cabrera High School,85,73
10989,16450,Kristi Frye,F,11th,Cabrera High School,85,97,Kristi Frye,F,11th,Cabrera High School,85,97
10990,16451,Dr. Wendy Oliver,F,11th,Cabrera High School,96,80,Dr. Wendy Oliver,F,11th,Cabrera High School,96,80
10991,16452,Karl Brown,M,12th,Cabrera High School,93,78,Karl Brown,M,12th,Cabrera High School,93,78
10992,16453,Melissa Jones,F,9th,Cabrera High School,70,96,Melissa Jones,F,9th,Cabrera High School,70,96
10993,16454,Michael Torres,M,12th,Cabrera High School,74,90,Michael Torres,M,12th,Cabrera High School,74,90
10994,16456,William Baird,M,12th,Cabrera High School,92,78,William Baird,M,12th,Cabrera High School,92,78
10995,16457,James Taylor,M,9th,Cabrera High School,80,90,James Taylor,M,9th,Cabrera High School,80,90
10996,16458,Timothy Simpson,M,11th,Cabrera High School,73,93,Timothy Simpson,M,11th,Cabrera High School,73,93
10997,16459,Daniel Foster,M,11th,Cabrera High School,76,78,Daniel Foster,M,11th,Cabrera High School,76,78
10998,16460,James Reyes,M,12th,Cabrera High School,86,85,James Reyes,M,12th,Cabrera High School,86,85
10999,16462,Sarah Mason,F,9th,Cabrera High School,92,97,Sarah Mason,F,9th,Cabrera High School,92,97
11000,16463,Joseph Lee,M,11th,Cabrera High School,81,77,Joseph Lee,M,11th,Cabrera High School,81,77
11001,16464,Kimberly Knox,F,12th,Cabrera High School,96,97,Kimberly Knox,F,12th,Cabrera High School,96,97
11002,16465,Jessica Espinoza,F,10th,Cabrera High School,92,91,Jessica Espinoza,F,10th,Cabrera High School,92,91
11003,16466,Emily Nicholson,F,9th,Cabrera High School,82,89,Emily Nicholson,F,9th,Cabrera High School,82,89
11004,16467,Manuel Gutierrez,M,10th,Cabrera High School,98,71,Manuel Gutierrez,M,10th,Cabrera High School,98,71
11005,16468,Aaron Williams,M,11th,Cabrera High School,75,96,Aaron Williams,M,11th,Cabrera High School,75,96
11006,16470,David Anderson,M,10th,Cabrera High School,84,87,David Anderson,M,10th,Cabrera High School,84,87
11007,16471,Brittney Marsh,F,10th,Cabrera High School,91,86,Brittney Marsh,F,10th,Cabrera High School,91,86
11008,16472,Gina White,F,12th,Cabrera High School,83,90,Gina White,F,12th,Cabrera High School,83,90
11009,16473,Ricky Smith,M,12th,Cabrera High School,78,89,Ricky Smith,M,12th,Cabrera High School,78,89
11010,16474,Samantha Reeves,F,9th,Cabrera High School,75,86,Samantha Reeves,F,9th,Cabrera High School,75,86
11011,16475,Katelyn Mejia DDS,F,11th,Cabrera High School,97,99,Katelyn Mejia DDS,F,11th,Cabrera High School,97,99
11012,16476,Gabrielle Ingram,F,9th,Cabrera High School,92,75,Gabrielle Ingram,F,9th,Cabrera High School,92,75
11013,16477,David Hubbard,M,11th,Cabrera High School,80,90,David Hubbard,M,11th,Cabrera High School,80,90
11014,16478,Jennifer Lewis,F,9th,Cabrera High School,97,92,Jennifer Lewis,F,9th,Cabrera High School,97,92
11015,16479,Mason Stevens,M,9th,Cabrera High School,79,92,Mason Stevens,M,9th,Cabrera High School,79,92
11016,16480,Dr. Miguel Rivera,M,11th,Cabrera High School,87,75,Dr. Miguel Rivera,M,11th,Cabrera High School,87,75
11017,16482,Cassandra Pruitt,F,12th,Cabrera High School,83,76,Cassandra Pruitt,F,12th,Cabrera High School,83,76
11018,16483,Jon Mann,M,12th,Cabrera High School,73,91,Jon Mann,M,12th,Cabrera High School,73,91
11019,16484,Tina Acosta,F,10th,Cabrera High School,76,97,Tina Acosta,F,10th,Cabrera High School,76,97
11020,16485,Breanna Jones,F,10th,Cabrera High School,88,80,Breanna Jones,F,10th,Cabrera High School,88,80
11021,16486,Michele Armstrong,F,9th,Cabrera High School,96,91,Michele Armstrong,F,9th,Cabrera High School,96,91
11022,16487,Nathan Gardner,M,9th,Cabrera High School,97,79,Nathan Gardner,M,9th,Cabrera High School,97,79
11023,16488,Lindsey Perez,F,9th,Cabrera High School,78,79,Lindsey Perez,F,9th,Cabrera High School,78,79
11024,16489,Robert Sanders,M,12th,Cabrera High School,71,75,Robert Sanders,M,12th,Cabrera High School,71,75
11025,16490,Mrs. Nancy Landry,F,10th,Cabrera High School,84,73,Mrs. Nancy Landry,F,10th,Cabrera High School,84,73
11026,16491,Austin Hansen,M,9th,Cabrera High School,79,77,Austin Hansen,M,9th,Cabrera High School,79,77
11027,16492,Elijah Taylor,M,9th,Cabrera High School,77,87,Elijah Taylor,M,9th,Cabrera High School,77,87
11028,16493,Stephanie Johnson,F,12th,Cabrera High School,70,86,Stephanie Johnson,F,12th,Cabrera High School,70,86
11029,16494,Paula Mack,F,9th,Cabrera High School,91,94,Paula Mack,F,9th,Cabrera High School,91,94
11030,16495,Jennifer Dean,F,9th,Cabrera High School,80,98,Jennifer Dean,F,9th,Cabrera High School,80,98
11031,16497,Stacy Clark,F,11th,Cabrera High School,95,93,Stacy Clark,F,11th,Cabrera High School,95,93
11032,16498,Terry Reed,M,9th,Cabrera High School,99,90,Terry Reed,M,9th,Cabrera High School,99,90
11033,16499,Renee Stewart MD,F,12th,Cabrera High School,77,82,Renee Stewart MD,F,12th,Cabrera High School,77,82
11034,16500,Ashley Simmons,F,11th,Cabrera High School,85,76,Ashley Simmons,F,11th,Cabrera High School,85,76
11035,16501,Breanna Mcintyre DDS,F,10th,Cabrera High School,79,91,Breanna Mcintyre DDS,F,10th,Cabrera High School,79,91
11036,16502,Joseph Kelly,M,9th,Cabrera High School,84,78,Joseph Kelly,M,9th,Cabrera High School,84,78
11037,16503,Derrick Suarez,M,9th,Cabrera High School,74,89,Derrick Suarez,M,9th,Cabrera High School,74,89
11038,16504,Donna Morales,F,9th,Cabrera High School,80,77,Donna Morales,F,9th,Cabrera High School,80,77
11039,16505,Kimberly Lane,F,12th,Cabrera High School,85,94,Kimberly Lane,F,12th,Cabrera High School,85,94
11040,16506,Kendra Johnson,F,9th,Cabrera High School,81,94,Kendra Johnson,F,9th,Cabrera High School,81,94
11041,16507,Alyssa Nichols,F,10th,Cabrera High School,95,70,Alyssa Nichols,F,10th,Cabrera High School,95,70
11042,16508,Brandon Campos,M,9th,Cabrera High School,97,88,Brandon Campos,M,9th,Cabrera High School,97,88
11043,16509,Gregory Bush,M,10th,Cabrera High School,81,92,Gregory Bush,M,10th,Cabrera High School,81,92
11044,16510,Glenn Peterson,M,9th,Cabrera High School,96,87,Glenn Peterson,M,9th,Cabrera High School,96,87
11045,16511,Antonio Richardson,M,12th,Cabrera High School,85,82,Antonio Richardson,M,12th,Cabrera High School,85,82
11046,16512,Steven Wright,M,9th,Cabrera High School,82,91,Steven Wright,M,9th,Cabrera High School,82,91
11047,16513,Brittany Colon,F,10th,Cabrera High School,90,97,Brittany Colon,F,10th,Cabrera High School,90,97
11048,16514,Samantha Hernandez,F,10th,Cabrera High School,83,81,Samantha Hernandez,F,10th,Cabrera High School,83,81
11049,16515,Monique Osborne,F,9th,Cabrera High School,88,92,Monique Osborne,F,9th,Cabrera High School,88,92
11050,16516,Lisa Gaines,F,11th,Cabrera High School,78,91,Lisa Gaines,F,11th,Cabrera High School,78,91
11051,16517,Andrea Green,F,11th,Cabrera High School,90,94,Andrea Green,F,11th,Cabrera High School,90,94
11052,16518,Sarah Fischer MD,F,9th,Cabrera High School,87,70,Sarah Fischer MD,F,9th,Cabrera High School,87,70
11053,16519,Carla Weber,F,10th,Cabrera High School,95,75,Carla Weber,F,10th,Cabrera High School,95,75
11054,16520,Erica Brewer,F,12th,Cabrera High School,91,75,Erica Brewer,F,12th,Cabrera High School,91,75
11055,16523,Dustin Scott,M,10th,Cabrera High School,73,98,Dustin Scott,M,10th,Cabrera High School,73,98
11056,16525,Amy Brown,F,10th,Cabrera High School,95,85,Amy Brown,F,10th,Cabrera High School,95,85
11057,16526,Samuel Smith,M,12th,Cabrera High School,81,90,Samuel Smith,M,12th,Cabrera High School,81,90
11058,16527,Alicia Taylor,F,10th,Cabrera High School,71,77,Alicia Taylor,F,10th,Cabrera High School,71,77
11059,16528,Christian Flores,M,11th,Cabrera High School,76,83,Christian Flores,M,11th,Cabrera High School,76,83
11060,16529,Brian Terry,M,10th,Cabrera High School,72,89,Brian Terry,M,10th,Cabrera High School,72,89
11061,16530,Robert Garcia,M,10th,Cabrera High School,86,94,Robert Garcia,M,10th,Cabrera High School,86,94
